what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1463640110406
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1463640110828
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640163437
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640163812
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640163875
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640164984
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1463640168828
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1463640185781
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640191687
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640197828
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.properties,1463640197859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640203218
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640209640
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1463640213281
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1463640216890
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1463640219875
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640222187
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1463640222562
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1463640256656
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1463640256875
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1463640259015
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1463640259250
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1463640266171
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1463640266406
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1463640275328
